"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
-5.54677872584654,-5.06720564558465,-4.18645985112991,-3.39322921201298,-3.47376807449699,-3.56136613381498,-3.2289261607217,-3.60453830568019,-3.43268804875353,-3.09665819214395,-3.01186165548387,-2.30659311439158,-1.94911528000426,-2.12527607802364,-2.76780020550798,-2.40019792186105,-2.13961626471591,-1.94561019404632,-2.10127823628901,-2.20364514513914,-1.68902239177694,-0.990206414824323,-0.825079851820771,-0.560891601439475,-0.407366915397761,-0.290887203400729,-0.267356705990535,-0.156069185649889,-0.028399474521698,-0.0811016014370415,-0.28741544133435,-0.327254847571604,-0.253989431485311,-0.50170071598899,-0.688955975941477,-0.79872994313501,-0.929629296313336,-0.848398465831237,-0.814862939244042,-0.981095955240271,-1.6235368368136,-2.97397078177248,-2.53451715034133,-2.0643559042618,-1.87535849310437,-2.67364877438488,-3.21388828335716,-2.92994453301599,-3.78099474302174,-4.91988093082779,-5.08320598693109,-5.08320598693109,-4.42284862919414,-5.25909665339476,-5.18498868124103,-4.67774087882293,-5.47267075369281,-8.11172808330807,-5.24004845842406,-5.62682143352007
-4.39815601660377,-3.47699909507844,-4.08044165705311,-3.46413718143603,-3.32980738557548,-4.58536755869191,-4.00633368489939,-2.84903789440319,-2.18747228589354,-2.48290864712533,-2.90406508502817,-2.46863967732413,-1.59652168716755,-1.363750396685,-1.67664666212755,-1.59356456327781,-1.92209597095606,-1.25561703747827,-0.540597782099661,-0.257734996083829,-0.241816816579831,-0.160755778879394,-0.632616680819913,-1.0070363451809,-0.515335779243877,-0.189346171730919,0,-0.142370341291727,-0.461876742034127,-0.778487227726961,-0.931404369684203,-1.35634728475194,-1.26691260409981,-1.33142745967905,-1.28844196095239,-1.31007433520848,-0.917791858000422,-0.781759838916549,-0.931404369684203,-1.37753285545132,-1.72484876394543,-1.99952191850396,-2.96423360649462,-3.39025744162382,-2.41463459680267,-2.45224586754845,-2.4395509480672,-3.11226608980994,-4.31250057202527,-3.83044301843572,-3.97389840914623,-4.31999124375443,-3.63061054598996,-3.79869432012114,-4.90627527877201,-4.43965574751052,-5.9522438339547,-4.68855179492714,-7.01311579463996,-5.42615073805792
-4.84089251950916,-4.75599307572268,-5.20300718674371,-3.68887945411394,-3.36969871460278,-2.90772139623128,-2.94124408826992,-2.34549259400532,-2.29362535162257,-2.0874737133771,-2.21000591170095,-2.10784101620153,-1.67450990917782,-1.08382220319547,-1.13103217992422,-1.30085087930242,-0.930643238098556,-0.44129956111738,-0.318691259326126,-0.142370341291727,-0.0331432185932542,-0.0154182527283806,-0.0534007767271153,-0.218653646041358,-0.380821277195404,-0.666310526606386,-1.17441400208439,-2.48650793115497,-0.911551977526982,-1.45072622127928,-1.65810308441538,-2.09151412291411,-1.76200651107871,-1.44774432343611,-1.39070406960859,-1.00813193553974,-1.08411784251766,-1.83948020543947,-2.31364604035347,-2.21732524904322,-2.26048391697541,-2.47812966550898,-1.97256218005274,-2.50225628812311,-2.69119308403579,-2.71356538179032,-2.11859825688103,-2.67075441635851,-4.18645985112991,-3.62684406319448,-4.05128507276165,-4.03985637693803,-4.36615328551759,-4.73300355749798,-4.62537289330561,-6.26590139280974,-5.13280292807046,-5.14989736142976,-5.13280292807046,-5.74460446917646
-4.71053070164592,-5.08320598693109,-3.67695088324866,-3.01797788250131,-2.12276666641821,-1.83948020543947,-1.97184353108182,-2.3156703325427,-2.34862903149545,-1.66336625445966,-1.66283868916122,-1.36766889699673,-0.89820526432777,-1.20798082572347,-1.23752958785478,-0.629984605602305,-0.910805801643585,-1.85087273372056,-1.19600463467676,-0.939815276921112,-1.0378935536334,-0.812381268483644,-0.444101991723083,-0.776311421820714,-0.509326747642255,-0.140412153716745,-0.180922535880247,-0.265398864211323,-0.677077000382451,-0.772190387900398,-0.619896718820353,-0.620826518980319,-0.956071601886,-1.02137350832731,-0.300834859030082,-0.253473901122044,-0.952436178510508,-2.70755032606056,-0.998585974600985,-0.492003869525403,-1.04696905551627,-1.46447214218391,-1.51640304646691,-1.18711568725951,-1.64144470856919,-1.85150947363383,-3.03863977456527,-2.9224818118144,-4.22673375026785,-4.99083266680008,-3.9792317551216,-5.13280292807046,-4.65646348037564,-3.94248221291285,-4.8283137373023,-4.18645985112991,-4.14774533894922,-5.24004845842406,-3.96859335691654,-4.58536755869191
-4.39005880637115,-3.13960264397369,-2.80676617404137,-3.10331748423393,-2.81842325858358,-3.33822258250077,-2.93557835073424,-3.37260992481024,-2.25189197867853,-1.55116900431012,-1.80788885115794,-1.66020502948775,-1.19534347762788,-1.59998275366335,-2.82683373709218,-1.43129172705063,-1.0059419538268,-0.965218405497579,-0.522729528268815,-0.462194202354254,-0.544554776510119,-0.782196997393456,-0.809905741170141,-0.996687668946184,-0.4391253096008,-0.112049503808623,-0.107807952634305,-0.697155201957484,-1.09871229366844,-1.44816976483798,-1.8623965488275,-1.00348394357653,-0.834710744881732,-1.17700635609612,-1.19600463467676,-0.889405403092773,-0.597655199100725,-0.884549846090093,-0.598018835468368,-0.689553645049815,-1.16091331486549,-1.27225164507923,-1.44774432343611,-1.47054591356748,-2.15848474902029,-2.62554897959047,-2.7790092900427,-3.44828898919601,-3.10109278921182,-4.09234655955943,-4.85363154528659,-4.79149976417958,-5.16728910414163,-4.05128507276165,-3.97389840914623,-5.22135632541191,-4.47414192358169,-3.93222571274567,-4.21990778519745,-5.08320598693109
-3.51324688547078,-2.78871810416966,-2.7333680090865,-2.38488033572088,-1.82325013631943,-1.47228807428687,-1.52509676400035,-1.59307255834784,-1.9248338234534,-2.46275384514687,-1.3959407381717,-1.00922872753342,-1.28121388466938,-1.26372280873171,-1.12793811804994,-0.835863482761541,-0.573055700302125,-0.786359562282124,-0.832869123735083,-0.441144100565182,-0.933436890709126,-1.61495309312221,-1.03845836584836,-0.0871932117023774,-0.0649652788523591,-0.772190387900398,-1.2833768271132,-0.41354768430152,-0.219649662059954,-0.867500567704723,-0.655466113592257,-0.362118303604798,-0.54610743791063,-0.117770535734508,-0.240416879984667,-0.337853189698145,-0.272465106646921,-0.820753305165091,-1.20097729534614,-1.15106414867053,-1.26975654487194,-1.23856424909556,-2.94503915923847,-1.67825222843446,-1.8623965488275,-1.81216627900572,-2.07784282031614,-2.59293739400171,-3.09665819214395,-5.05145728861651,-4.17338776956255,-5.77635316749104,-4.17990245058375,-4.94766049493487,-3.85375409730417,-4.87960703168985,-4.18645985112991,-5.31852007386556,-3.91202300542815,-4.91988093082779
-3.34670919637809,-4.45675018086982,-3.95806694392955,-3.0597376035299,-2.60775247978685,-2.13284231840695,-1.78200717778538,-1.87015353665607,-1.92004748952959,-1.23374496265961,-1.45757556312485,-1.49744941048605,-1.39836694235416,-1.8578992717326,-1.05239686487115,-1.1062413158326,-1.470110847213,-1.51276502517384,-1.38909828845262,-0.884792064814784,-1.1526461771606,-0.479488468456951,-0.535459904724352,-1.08028133198339,-1.36218728577666,-0.57999708262729,-0.205180850940037,-0.365139236636599,-0.358820100285121,-0.143870370419702,-0.522560879984412,-1.00402964618216,-0.393042588109607,-0.139606954386418,-0.243728984923318,-0.280772664150846,-0.546625527897178,-0.752260445052452,-2.07784282031614,-0.496429743482258,-0.311701578296001,-0.514666323151929,-1.06973332911773,-1.71313314877287,-1.43632529472546,-1.07177563471455,-1.4683724721555,-2.67509910096252,-3.83506196429202,-3.0597376035299,-3.15590102570681,-3.36390159691846,-4.14774533894922,-4.17338776956255,-4.51899248974704,-5.33913936106829,-4.65646348037564,-6.50229017087397,-4.91988093082779,-5.00564775258522
-3.9528449999484,-2.80181158091668,-3.2754461763566,-2.55876849838646,-1.97472123090943,-2.51454145491769,-2.86821895325503,-3.82126864215968,-2.26625316374666,-2.13199879241851,-2.08989599958369,-1.83195665897947,-1.04412410338404,-0.803185285768883,-0.975775378709047,-0.5514740222438,-0.442232832300379,-0.387134151423441,-0.334494194237585,-0.604038005488169,-0.616371341757896,-0.452242299667093,-0.242198957849369,-0.25411835561364,-0.54818141030976,-0.721135217100114,-0.872034640619618,-1.403643999455,-2.63666020501554,-2.79197543603997,-1.70594881281494,-0.800064462906023,-0.514833645163529,-0.971539206104634,-1.38829636379056,-0.549739717265216,-0.121941670805242,-0.173282532143285,-1.0300194972025,-1.16059408102399,-0.4949522746097,-0.44973052440618,-1.30600552989109,-1.95263269481614,-2.07147337203066,-2.04949446531188,-2.53830742651512,-2.49012021684089,-2.95651156040071,-3.83506196429202,-3.32423634052603,-3.40822199659912,-4.33514304877503,-4.42284862919414,-4.52820914485196,-6.03228654162824,-5.40367788220586,-5.59942245933196,-4.49184150068109,-4.89285225843987
-3.61191841297781,-4.68855179492714,-4.23360662955561,-3.58271925828555,-3.18931702262666,-2.58097711853873,-2.27691734624547,-2.17331275728991,-2.53325691072905,-1.88387475813586,-1.78677192771702,-1.98777435315401,-1.99436536932472,-2.00619107994024,-1.53991184978549,-0.624741147895885,-0.381260419411347,-0.579818495252942,-1.17344359929111,-1.13134211329103,-0.814185508937001,-0.584651584406646,-0.547835449399891,-0.482400149582287,-0.206778197227945,-0.0182658088068925,-0.0178585183013132,-0.0870841069071134,-0.298001804858636,-0.256700334843053,-0.165700455777719,-0.30761270794066,-0.404815319266667,-0.497087097655477,-0.471765179865396,-0.515503213317102,-0.559490795747272,-0.645881988092831,-1.22963255110651,-1.87340345826857,-1.60793903631036,-1.5940568103958,-1.51095096571945,-1.72709595590233,-2.00026074380539,-1.98558696620821,-2.59160138845896,-3.05336138639063,-3.42651518964645,-4.02295456613543,-5.40367788220586,-4.77952357313287,-6.90775527898214,-6.31996861408002,-4.99083266680008,-5.54677872584654,-4.42284862919414,-4.32753844938981,-4.96184512992682,-4.73300355749798
-4.3740584650247,-4.20639406603072,-2.74731091505551,-1.7533082828538,-1.36062661437131,-1.36296853581639,-1.22179738923849,-0.889162064485903,-0.696552973694778,-0.524248644098131,-0.539225098287689,-0.612673796410068,-0.602940912673796,-0.632240245656424,-0.696954418902899,-0.358820100285121,-0.187293898420512,-0.24347381778746,-0.196623341504814,-0.0658193410372936,0,-0.0807763100272878,-0.24347381778746,-0.603306476560156,-0.784823969131849,-0.523910863314646,-0.607336524146834,-0.923567140844931,-2.42814831596939,-1.43338596865374,-1.60694103223551,-2.83531555214809,-1.36884744751617,-1.60494800716125,-3.41428262121081,-1.86626752140312,-2.11031320534692,-1.40813105572906,-1.14853809743784,-1.14099800516455,-1.18711568725951,-2.48171175889148,-2.06672276927206,-1.97977721856689,-2.17507177269509,-2.96423360649462,-4.91988093082779,-3.58271925828555,-3.29144651770304,-4.41454982637944,-4.17990245058375,-4.68855179492714,-5.65499231048677,-4.62537289330561,-4.41454982637944,-7.41858090274813,-4.01184334071036,-4.66704558970618,-4.45675018086982,-5.06720564558465
-3.05124498348425,-2.97789235542566,-2.50225628812311,-2.07784282031614,-1.72428775411304,-1.18090753139494,-1.20130968690645,-1.44307637521888,-0.959720289801491,-0.978432128412005,-1.19699719058951,-1.23477571348098,-1.46924128194082,-1.95828642012337,-1.84389522364858,-1.41469383564159,-0.804302229926108,-0.516843696091554,-0.393931872294491,-0.227026078578435,-0.184043037692295,-0.246796079979438,-0.147804194768394,-0.305303081209183,-0.886246610525778,-1.3486132941522,-1.08116537506439,-0.970746917670214,-0.801177924773651,-0.465055889521802,-0.294505297799906,-0.310882465622217,-0.260845418498221,-0.239527030564734,-0.502857454116814,-0.534435489405125,-0.448633603509543,-0.317591602857925,-0.46426015461867,-0.631863952143047,-0.899187823974493,-1.71981096991547,-1.81707727721234,-1.37555226458799,-1.65915350468003,-1.80606125393891,-2.80676617404137,-3.86800612001137,-3.13269812862715,-4.04555439805267,-4.53751153751428,-3.9476501830713,-4.43965574751052,-5.05145728861651,-5.47267075369281,-5.22135632541191,-5.31852007386556,-4.80362112471193,-5.87813586180098,-5.91450350597185
-2.71205822249975,-2.85597033117883,-2.47456035773386,-3.29144651770304,-3.083471187862,-2.56265199841285,-2.56265199841285,-2.1803674602698,-1.44689398324882,-1.69390706906055,-1.24862155599482,-0.884549846090093,-1.0086801811675,-1.61747008413136,-1.25878104082093,-0.90658795641277,-0.538368126772392,-0.386839643984999,-0.496594041519266,-0.721958262414065,-1.12516162390165,-1.60295894633639,-1.56925612280127,-1.78022623341438,-1.39271492892281,-1.29608809323374,-1.20932041065253,-0.764643182265015,-0.358104536748327,-0.291154761930754,-0.22865873200232,-0.225521376100174,-0.398241263018845,-0.364995175554451,-0.295714244149045,-0.202238590634313,-0.115186409809117,0,-0.133188594243745,-0.347998408459836,-0.385221401631122,-0.527971782600961,-0.772623382061742,-1.01087617436402,-1.90246759121248,-2.10701830945007,-2.03561606213981,-2.12193159330079,-2.85076650330381,-3.75075485783202,-4.30506559353775,-4.26158048159801,-3.9633162998157,-5.44914025628262,-5.62682143352007,-5.9522438339547,-6.03228654162824,-4.1227440367438,-4.51899248974704,-4.84089251950916
-4.61522052184159,-3.02825546525955,-3.5098967985855,-3.51660823317348,-2.73029581004953,-2.22840569481979,-1.44265309478927,-1.43338596865374,-4.89285225843987,-1.67025005183086,-1.92689214321955,-1.66495062236436,-1.14696254960916,-2.00991547903123,-1.52831886114931,-1.4032370818502,-1.35131339222464,-1.27797821763643,-1.47054591356748,-2.72417958303209,-1.93724777597666,-2.13791847143881,-1.79095978905749,-1.72428775411304,-1.3959407381717,-1.35867919408692,-2.26721794915675,-0.62436766516512,-0.33911572756663,-0.463465052406153,-0.74317811416551,-0.508328743567403,-0.327393572688009,-0.4725669116489,-0.557742543553742,-0.284620098415961,-0.137883707363386,-0.0777453486248529,-0.0295318026060379,-0.0728933255203248,-0.105916225591549,-0.234330896954786,-0.579818495252942,-1.25948551425619,-0.819390907134196,-0.596565082713701,-0.836786630761556,-1.23615170269017,-1.61898332527763,-2.55232932610543,-3.2289261607217,-4.0570487774784,-4.20639406603072,-4.46540824361293,-3.90207267457498,-4.27586643884549,-5.84304454198971,-4.13516655674236,-4.54690127786412,-4.31250057202527
-4.46540824361293,-4.19970507787993,-4.29768548624013,-4.87960703168985,-3.85848223850012,-2.24620475955794,-2.27984560602456,-3.12356564506388,-2.37408109469912,-2.61183134336167,-2.60369018577797,-2.777400279237,-2.24904432606602,-2.1345315079978,-1.75967957576464,-1.35324650707369,-1.1294839523352,-0.963120319230953,-0.857314526773858,-0.863461118229623,-0.809905741170141,-0.89771434630122,-1.10684609359521,-0.913295222894357,-0.80609193957608,-0.650470906279509,-0.280772664150846,-0.0509775547648675,0,-0.0960704687507337,-0.188379871377919,-0.278259933872876,-0.319929820001902,-0.485807860790703,-0.565633860260986,-0.552168587300373,-0.63036019246118,-1.0018486202358,-1.79036044831435,-2.44645546341375,-2.73954086819358,-1.66547930331773,-1.31564952155056,-1.24236719231325,-1.45200690448527,-1.79095978905749,-2.2876964805003,-2.12443890761057,-2.65356201581814,-4.09234655955943,-4.53751153751428,-4.69948086545933,-6.4377516497364,-4.77952357313287,-5.05145728861651,-5.9522438339547,-5.84304454198971,-5.59942245933196,-4.96184512992682,-5.49676830527187
-3.53016776295912,-2.74264164587183,-3.24419363285249,-4.0570487774784,-3.04492251774476,-2.50592601701208,-2.30960970793101,-3.45776773315055,-2.60911025324731,-2.45340798272863,-3.18447439815087,-3.05336138639063,-2.48290864712533,-2.36659042296996,-1.92004748952959,-2.51454145491769,-2.13791847143881,-1.52371903703156,-1.10081471222331,-1.12147158281419,-1.55542332412786,-1.46880678269435,-1.09034654425108,-0.853550702052969,-0.774574179255675,-1.34476861429139,-2.43725999632065,-1.25106441185979,-0.578747640251449,-0.181042375295574,-0.211214980448936,-0.321583624127462,-0.217161479636662,-0.0581589141735321,0,-0.109814866007207,-0.59493213306299,-1.19171490693043,-1.45328922994417,-1.43464462206094,-1.10322290122579,-0.962072924529283,-1.84832982071645,-1.50148077092901,-1.84389522364858,-1.94281494414801,-1.81155409655623,-2.17771611094818,-2.86998106824843,-4.31999124375443,-4.07454193492592,-5.65499231048677,-5.25909665339476,-4.79149976417958,-4.85363154528659,-4.89285225843987,-4.55638002181866,-4.13516655674236,-4.65646348037564,-6.81244509917781
